-1.333325459682649594e+00,3.391709908440333709e+00
-6.966074614216662964e-01,-4.210489269386833655e+00
-1.942365127569304128e+00,-5.871940765076549829e-01
-1.951910766165751543e+00,-6.040096459701151055e+00
4.904148395200607635e-01,2.180670055650602901e+00
-3.260390702565688414e+00,3.006055124602273754e+00
-3.974960648978362876e+00,4.346802601486799311e+00
5.285347604455616022e+00,2.972031430067351820e+00
7.817167305352126228e-01,-2.782780714195395966e+00
-7.315988429778131241e+00,-5.383163027581322480e-01
